protein1	protein2	ColorSim	ECC	Pfam	SeqSim	AnnSim
Q9H2X6	P54644	0.2111479377	4	0.33333334	0.0492875648	0.427
Q9H2X6	P54199	0.1598175455	2	1	0.0418066648	0.384
Q9H2X6	Q03497	0.222121358	4	0.5	0.0375102599	0.506
Q9H2X6	Q02111	0.2354449481	3	0.33333334	0.0390864333	0.492
Q9H2X6	Q8K3H5	0.1634615385	4	0.33333334	0.0269357798	0.325
Q9H2X6	P00517	0.128125	3	0.5	0.050273224	0.267
Q9H2X6	P05132	0.2300118325	3	0.5	0.0494704476	0.415
Q9H2X6	A2ASS6	0.1613612521	4	0.2	0.0030566287	0.396
Q9H2X6	P34947	0.1935686105	3	0.5	0.0406533575	0.494
Q9H2X6	Q8WZ42	0.2207571369	4	0.16666667	0.0030480104	0.433
Q9H2X6	Q9Y884	0.1992056979	2	1	0.0489640884	0.49
Q9H2X6	Q10407	0.1770717314	3	1	0.032089723	0.479
Q9H2X6	P41743	0.1354595689	3	0.25	0.0411660777	0.429
Q9H2X6	P24583	0.2249128048	3	0.2	0.0309099019	0.575
Q9H2X6	Q8NEV4	0.1634615385	4	0.33333334	0.0254451992	0.325
Q9H2X6	P39073	0.4306732169	3	1	0.0422689844	0.601
Q9H2X6	Q9H1R3	0.1908410017	3	1	0.0419571865	0.345
Q9H2X6	Q55D99	0.2808438928	4	0.5	0.0449586777	0.472
Q9H2X6	P08018	0.1970261184	2	1	0.0393650794	0.465
Q9H2X6	Q05513	0.2534696541	3	0.25	0.0395335277	0.567
Q9H2X6	P36583	0.2883708396	3	0.25	0.0329846753	0.568
Q9H2X6	Q9V8V8	0.118804407	3	0.33333334	0.0363213993	0.313
Q9H2X6	A1ZBL5	0.118804407	3	0.33333334	0.0370194986	0.313
Q9H2X6	Q0E915	0.118804407	3	0.5	0.0339889057	0.313
Q9H2X6	A1ZBM1	0.118804407	3	0.5	0.034279867	0.313
Q9H2X6	A1ZBL7	0.118804407	3	0.5	0.034683871	0.313
Q9H2X6	P34099	0.2194064539	3	1	0.0449544381	0.415
Q9H2X6	Q96L34	0.2220451366	4	0.33333334	0.0374082439	0.428
Q9H2X6	Q8CIP4	0.2216118748	4	0.33333334	0.0369407159	0.411
Q9H2X6	A1ZBL9	0.118804407	3	0.33333334	0.031962255	0.313
Q9H2X6	P15442	0.3159450149	4	0.5	0.0239287702	0.448
Q9H2X6	P25098	0.1850033628	3	0.33333334	0.0348843612	0.415
Q9H2X6	Q8CBF3	0.1422055375	3	0	0.0304568528	0.384
Q9H2X6	P36582	0.2340446105	3	0.2	0.0310430054	0.556
Q9H2X6	O95835	0.2647653716	4	0.33333334	0.0288104089	0.474
Q9H2X6	Q62120	0.2062063949	2	0	0.0272747399	0.484
Q9H2X6	O43283	0.2415210522	3	1	0.0316302953	0.553
Q9H2X6	Q5R8X7	0.2415210522	3	1	0.0314168378	0.553
Q9H2X6	Q9V3I5	0.2799387965	4	0.5	0.0264719101	0.465
Q9H2X6	Q16584	0.2111012625	3	0.5	0.0336379212	0.492
Q9H2X6	P04629	0.2059660557	3	0	0.0283328845	0.512
Q9H2X6	P12931	0.2202289128	2	0	0.0343030303	0.606
Q9H2X6	P06239	0.2016914098	2	0	0.0339767157	0.484
Q9H2X6	P06784	0.1568594104	2	1	0.034984127	0.393
Q9H2X6	Q12852	0.190207391	3	1	0.0315217391	0.531
Q9H2X6	Q95KR7	0.307986617	2	0	0.0336294028	0.54
Q9H2X6	P53599	0.2226751823	3	1	0.0207757805	0.458
Q9H2X6	P07948	0.2522212553	2	0	0.0331393568	0.575
Q9H2X6	P42683	0.307986617	2	0	0.0326593137	0.54
Q9H2X6	Q5PXS1	0.307986617	2	0	0.0326493109	0.54
Q9H2X6	Q8IR79	0.2041295643	4	0	0.0232170979	0.406
Q9H2X6	P48025	0.1287443754	2	0	0.0308020478	0.298
Q9H2X6	Q61851	0.195926839	3	0	0.0268518519	0.487
Q9H2X6	Q61006	0.2815189497	3	0	0.025255102	0.496
Q9H2X6	P43405	0.1144348064	2	0	0.0298951544	0.295
Q9H2X6	P16056	0.1665617864	3	0	0.0192771084	0.467
Q9H2X6	Q5PQU0	0.1769449578	3	0	0.019117348	0.387
Q9H2X6	Q8UUY9	0.1349970796	3	0	0.0291666667	0.411
Q9H2X6	P10676	0.2095267908	4	0	0.017834891	0.412
Q9H2X6	Q54QQ1	0.1977715432	4	1	0.0260932522	0.416
Q9H2X6	Q8C8K9	0.1286727783	3	0	0.0218351325	0.365
Q9H2X6	Q05397	0.1328051597	2	0	0.0208138447	0.341
Q9H2X6	Q3ULJ6	0.1286727783	3	0	0.0242045145	0.365
Q9H2X6	Q7TS86	0.1286727783	3	0	0.0216650438	0.365
Q9H2X6	Q63116	0.143490478	3	0	0.0216597712	0.322
Q9H2X6	P04626	0.1186041917	3	0	0.0193661202	0.319
Q9H2X6	Q6QJB7	0.1286727783	3	0	0.021285923	0.365
Q9H2X6	P00533	0.1434533538	3	0	0.0186170213	0.311
Q9H2X6	Q1LWJ4	0.1349970796	3	0	0.0164471058	0.39
Q9H2X6	P06213	0.1733281285	3	0	0.0168645108	0.409
Q9H2X6	P50582	0.250072324	4	1	0.0254456054	0.468
Q9H2X6	Q6Q2A2	0.2183308366	3	0	0.0271186441	0.502
Q9H2X6	P08069	0.1765179959	3	0	0.0167748691	0.434
Q9H2X6	P21860	0.2217572719	3	0	0.0157063594	0.451
Q9H2X6	Q9QZ05	0.3820160907	4	0.33333334	0.013927368	0.539
Q9H2X6	Q62406	0.220338444	4	0.5	0.0206937096	0.475
Q9H2X6	Q04771	0.1269545891	3	0.33333334	0.0201441103	0.327
Q9H2X6	P51123	0.4537332201	4	0	0.0092043156	0.593
Q9H2X6	P34243	0.0730489418	0	0	0.0153456998	0.233
Q11002	P0C1Q3	0.21875	1	0.25	0.0262440103	0.467
Q11002	Q8BYI6	0.21875	1	0.25	0.0231693989	0.467
Q11002	Q7L5N7	0.21875	1	0.25	0.0222713864	0.467
Q11002	P16056	0.1532628017	0	0	0.012305581	0.271
Q11002	P32191	0.195	0	0	0.0177868296	0.344
Q9JIL8	Q54CS9	1	4	0.5	0.1091433278	1
Q9JIL8	P12753	0.6057142857	4	1	0.097972973	0.803
Q9JIL8	Q92889	0.4202090099	3	0	0.0156575213	0.61
Q9JIL8	Q9QYM7	0.5042508119	3	0	0.0145168747	0.67
Q9JIL8	Q9P7V2	0.0689573688	2	0	0.0108527132	0.206
Q9JIL8	Q91XW8	0.1339285714	0	0	0.0187259923	0.208
Q9JIL8	Q9Z0J4	0.2020722738	0	0	0.0103632676	0.312
Q9JIL8	P29476	0.2165862687	0	0	0.0103544257	0.304
Q9JIL8	P34243	0.1290740741	3	0	0.0142783505	0.343
Q9JIL8	P29475	0.2805256644	0	0	0.0099060946	0.419
P56523	Q9UBN7	0.3937641436	4	0.5	0.1629470288	0.63
P56523	Q969S8	0.3636363636	4	1	0.2202404033	0.533
P56523	Q9Z2V6	0.447423935	4	1	0.154112827	0.568
P56523	Q8C2B3	0.447168899	4	1	0.1562289562	0.581
P56523	P53096	0.392940711	4	1	0.1012441012	0.566
P56523	P32561	0.5561127284	4	1	0.0941803643	0.771
P56523	O09106	0.4060750108	4	1	0.0901345291	0.592
P56523	Q94517	0.3806955446	4	1	0.0892539964	0.659
P06762	P09601	0.32	4	1	0.7969671441	0.485
Q10185	Q9P7V2	1	4	1	0.1004258339	1
Q10185	Q00873	0.0606060606	0	0	0.0183178689	0.125
Q10185	P53355	0.037037037	0	0	0.0093859037	0.175
P14020	O60762	0.6354166667	4	1	0.2192307692	0.797
P14020	Q14435	0.5972222222	3	0.5	0.0322375398	0.689
P14020	Q10472	0.5416666667	3	0.5	0.0298957126	0.805
P14020	Q7T3F3	0.0533333333	0	0	0.0547537228	0.242
P08879	P22392	0.384691358	4	1	0.7823343849	0.585
P08879	P36010	0.4648148148	4	1	0.6372239748	0.618
P08879	P22887	0.5796462524	4	1	0.5882352941	0.697
P08879	O75173	0.0813492063	0	0	0.0282860147	0.199
Q54UU8	P09624	0.2727272727	3	0.6666667	0.0455039228	0.441
Q54UU8	Q9Y6K1	0	1	0	0.0241333918	0.139
Q54UU8	O88508	0.0464940955	1	0	0.0241122315	0.347
Q03059	Q8BQV2	0.9	4	1	0.9804151978	0.947
Q03059	Q9DC50	0.056140873	3	1	0.1880375293	0.2
Q03059	P32796	0.0534325397	3	1	0.176690325	0.221
Q99JE6	P13217	0.2349206349	4	0.6666667	0.1628293378	0.379
Q99JE6	P32383	0.7142857143	4	0.5	0.0672750978	0.833
Q99JE6	Q7L1T6	0.1964285714	0	0	0.0174946663	0.386
Q99JE6	P23394	0	1	0	0.0157401989	0.313
Q99JE6	P50942	0.1555555556	2	0	0.0119765871	0.231
Q99JE6	Q9USP5	0.2673684211	1	0	0.0176016124	0.396
P21965	P49841	0.1868686869	3	1	0.331655129	0.441
P21965	Q9WV60	0.2739747475	3	1	0.3318639798	0.528
P21965	P24941	0.3597349153	3	1	0.2222222222	0.542
P21965	P47811	0.193964945	3	1	0.1883767535	0.394
P21965	P16892	0.2950777617	3	1	0.1900990099	0.508
P21965	P28482	0.165047657	3	1	0.1881793478	0.348
P21965	P06493	0.3923213078	3	1	0.1969805895	0.567
P21965	P48734	0.4161616162	3	1	0.1928057554	0.634
P21965	P00546	0.1783549784	3	1	0.1827338129	0.418
P21965	Q03957	0.3095622896	3	1	0.1369863014	0.502
P21965	P04551	0.291957672	3	1	0.1663082437	0.534
P21965	Q13627	0.2865121806	3	1	0.1039142591	0.392
P21965	Q63470	0.2754010695	2	1	0.1043316255	0.379
P21965	Q61214	0.2754010695	3	1	0.1043802423	0.379
P21965	O14098	0.2757936508	3	1	0.1309794989	0.574
P21965	P50750	0.2920327886	3	1	0.1424903723	0.501
P21965	P48609	0.2969439614	3	1	0.1598272138	0.492
P21965	P17157	0.1897379424	3	1	0.1554770318	0.378
P21965	P06242	0.2898248474	3	1	0.1536293164	0.498
P21965	P11802	0.2329685746	3	1	0.1563421829	0.405
P21965	P39073	0.35	3	1	0.1140398063	0.585
P21965	Q9QZR5	0.1008786275	4	1	0.0691507217	0.279
P21965	O17432	0.3646547794	3	1	0.1268666241	0.604
P21965	P51166	0.2963220642	3	1	0.1424855491	0.509
P21965	P49615	0.0570549763	3	1	0.1420101229	0.138
P21965	Q02399	0.1483694414	3	1	0.1420101229	0.316
P21965	Q9ERH7	0.1868736383	4	1	0.0630902666	0.362
P21965	Q03114	0.1318839479	3	1	0.1398409255	0.29
P21965	Q10407	0.2869007536	3	1	0.0578501187	0.492
P21965	P36582	0.1666666667	3	0.2	0.0640898705	0.489
P21965	P36583	0.1724721967	3	0.25	0.0618357488	0.402
P21965	P06782	0.2095959596	4	0.5	0.0837398374	0.413
P21965	Q02111	0.1666666667	3	0.33333334	0.0730322004	0.422
P21965	P53599	0.3903842869	3	1	0.0415523933	0.585
P21965	O43283	0.2759878627	3	1	0.0640808081	0.427
P21965	Q5R8X7	0.2759878627	3	1	0.0640549273	0.427
P21965	Q55D99	0.3088872856	4	0.5	0.0969470405	0.464
P21965	A1ZBL9	0.1247968282	3	0.33333334	0.0564688537	0.269
P21965	Q0E915	0.1247968282	3	0.5	0.0601728201	0.269
P21965	A1ZBM1	0.1247968282	3	0.5	0.0615508236	0.269
P21965	Q96L34	0.2527777778	4	0.33333334	0.0723845429	0.455
P21965	Q8CIP4	0.2527777778	4	0.33333334	0.0711038961	0.455
P21965	A1ZBL7	0.1247968282	3	0.5	0.0621588595	0.269
P21965	P00517	0.180606261	3	0.5	0.101193634	0.312
P21965	P22694	0.1666666667	3	1	0.10066313	0.476
P21965	Q9V8V8	0.1247968282	3	0.33333334	0.0681107637	0.269
P21965	A1ZBL5	0.1247968282	3	0.33333334	0.0701382488	0.269
P21965	P68181	0.1666666667	3	1	0.100132626	0.327
P21965	P06784	0.3153559404	2	1	0.0856647399	0.49
P21965	P05132	0.2590376336	3	0.5	0.097677505	0.409
P21965	Q19266	0.164008103	3	0.25	0.0735678392	0.31
P21965	Q12852	0.2360580596	3	1	0.0699421965	0.422
P21965	P34099	0.2179487179	3	1	0.0943616332	0.52
P21965	P06245	0.2142857143	3	1	0.0968070652	0.36
P21965	P54644	0.3071410248	4	0.33333334	0.0850119904	0.44
P21965	Q9Y884	0.2954859955	2	1	0.0960704607	0.441
P21965	P41743	0.1569311712	3	0.25	0.0715587045	0.333
P21965	Q03497	0.1971035182	4	0.5	0.0575391499	0.424
P21965	Q8NEV4	0.3784313725	4	0.33333334	0.0346163397	0.461
P21965	Q05397	0.1479941137	2	0	0.0481442577	0.29
P21965	Q8K3H5	0.3784313725	4	0.33333334	0.0341935484	0.461
P21965	P34947	0.1666666667	3	0.5	0.0716861082	0.432
P21965	Q16584	0.2453845181	3	0.5	0.0655139289	0.428
P21965	Q05513	0.2111111111	3	0.25	0.0674626866	0.468
P21965	Q62120	0.1612869205	2	0	0.0430093639	0.333
P21965	Q8WZ42	0.3770735596	4	0.16666667	0.0029404623	0.505
P21965	Q9V3I5	0.1934697133	4	0.5	0.0436963696	0.402
P21965	P11798	0.3658284919	3	0.5	0.0747290359	0.489
P21965	Q02156	0.1666666667	3	0.25	0.0573555166	0.474
P21965	P17252	0.1056102694	3	0.25	0.0596153846	0.288
P21965	O42844	0.4149764844	3	1	0.0731900452	0.651
P21965	P54199	0.2512257804	2	1	0.058525554	0.5
P21965	A2ASS6	0.1936434693	4	0.2	0.0028065773	0.333
P21965	P50582	0.2399697665	4	1	0.0701199564	0.47
P21965	P40376	0.266025641	3	1	0.0718034618	0.471
P21965	Q5PQU0	0.1339549946	3	0	0.0365456105	0.284
P21965	P07948	0.2767744108	2	0	0.0688346883	0.498
P21965	Q9H1R3	0.2540631657	3	1	0.0692972973	0.368
P21965	P25098	0.1284233522	3	0.33333334	0.0571428571	0.305
P21965	P08018	0.2811843916	2	1	0.0612224939	0.453
P21965	Q8CBF3	0.1826764065	3	0	0.0460802356	0.385
P21965	P15442	0.4294532628	4	0.5	0.031125661	0.587
P21965	P24583	0.2344322344	3	0.2	0.0403394256	0.466
P21965	P12931	0.216953182	2	0	0.0646808511	0.426
P21965	P04626	0.1199059415	3	0	0.0384469097	0.253
P21965	P53355	0.2179487179	4	0.33333334	0.0319242383	0.441
P21965	Q8C8K9	0.1255431994	3	0	0.044503012	0.294
P21965	Q7TS86	0.1255431994	3	0	0.0441220238	0.294
P21965	Q3ULJ6	0.1255431994	3	0	0.0525476296	0.294
P21965	Q63116	0.1049365352	3	0	0.0439568613	0.233
P21965	Q6QJB7	0.1255431994	3	0	0.0440059568	0.294
P21965	P10676	0.2504740163	4	0	0.0313240043	0.451
P21965	O95835	0.2946031746	4	0.33333334	0.0398058252	0.483
P21965	P43405	0.0803932195	2	0	0.0546230441	0.181
P21965	P00533	0.1197568426	3	0	0.036610608	0.281
P21965	Q61851	0.1054002109	3	0	0.0500888099	0.328
P21965	Q00168	0.3196634391	3	0.5	0.058912224	0.416
P21965	P42683	0.2907706035	2	0	0.0593275488	0.45
P21965	Q9QZ05	0.2647304085	4	0.33333334	0.0276899541	0.499
P21965	P37173	0.0858516193	3	0.5	0.0554081633	0.233
P21965	P48025	0.0894889893	2	0	0.0521946565	0.201
P21965	Q95KR7	0.2907706035	2	0	0.0579945799	0.45
P21965	Q61006	0.234469297	3	0	0.04176	0.435
P21965	P04629	0.1925925926	3	0	0.0438290449	0.397
P21965	Q5PXS1	0.2907706035	2	0	0.0559349593	0.45
P21965	P21860	0.1520833333	3	0	0.0311083895	0.314
P21965	P06239	0.13089136	2	0	0.0550976139	0.278
P21965	P16056	0.2282778659	3	0	0.0280126546	0.359
P21965	P00519	0.2143663912	2	0	0.0333449721	0.499
P21965	Q8IR79	0.1999041482	4	0	0.0310743802	0.388
P21965	Q8UUY9	0.1266603231	3	0	0.0526315789	0.325
P21965	Q1LWJ4	0.1272663837	3	0	0.0247910864	0.315
P21965	Q6Q2A2	0.231599751	3	0	0.0535556954	0.367
P21965	Q04771	0.1152191358	3	0.33333334	0.0452031603	0.232
P21965	P08069	0.1573924947	3	0	0.0243219076	0.313
P21965	Q62406	0.266468254	4	0.5	0.0409687185	0.5
P21965	P06213	0.112300639	3	0	0.0224466244	0.229
P21965	Q02846	0.3243697479	0	0.33333334	0.0284342688	0.498
P21965	Q01887	0.1997140031	3	0	0.039144385	0.352
P21965	P51841	0.3243697479	0	0.33333334	0.0225304465	0.498
P21965	Q8K348	0.2894191765	3	0.33333334	0.0374501992	0.474
P21965	O00238	0.1635733826	3	0.33333334	0.0327977839	0.319
P21965	P42881	0.0113960114	2	0	0.033545108	0.204
A6QLJ0	P18074	0.7368421053	4	1	0.9823529412	0.848
A6QLJ0	Q60452	0.9285714286	4	1	0.9829954218	0.963
A6QLJ0	P06839	0.5224924432	4	1	0.5306649451	0.741
A6QLJ0	P34243	0.0721153846	4	0	0.0194598338	0.208
A6QLJ0	Q00711	0.1240245016	0	0	0.0187142857	0.237
P58137	P41903	0.6818181818	3	1	0.1362589928	0.682
P58137	P32020	0.4	0	0	0.0334274421	0.571
P58137	P22307	0.25	0	0	0.0304173814	0.307
P58137	P22007	0.1875	0	0	0.03286945	0.222
P29120	P63239	0.6428571429	4	1	0.9343333333	0.754
P29120	P29122	0.2571428571	3	0.6666667	0.3483851675	0.39
P29120	P09958	0.2095238095	3	1	0.3710115411	0.331
P29120	Q04592	0.1834415584	3	0.6666667	0.2134134522	0.312
P29120	Q92824	0.1984126984	3	0.6666667	0.3308179897	0.325
P29120	P16519	0.359554731	3	1	0.3615658363	0.458
P29120	P21661	0.359554731	3	1	0.3591851322	0.466
P29120	P59996	0.150877193	3	0.33333334	0.0233770841	0.245
P29120	Q80W65	0.1303030303	3	0.33333334	0.021230441	0.217
P29120	Q8R429	0.1298701299	1	0	0.0162941176	0.255
P29120	Q64578	0.1500721501	1	0	0.0162989114	0.255
P29120	Q92105	0.1587301587	1	0	0.0162797532	0.295
P29120	O55143	0.1333333333	1	0	0.0153718091	0.305
P29120	P16615	0.1964285714	1	0	0.0152820228	0.337
P29120	Q03669	0.1481481481	1	0	0.0151835373	0.329
P29120	P13585	0.1428571429	1	0	0.0158998253	0.273
P54577	P54644	0.1102971103	1	0	0.0264815804	0.327
Q28HW9	Q8JIL9	1	4	1	0.9919632606	1
Q28HW9	Q1RMV9	0.25	4	1	0.9503311258	0.4
Q28HW9	O95476	0.25	4	1	0.9503311258	0.4
Q28HW9	Q3TP92	0.25	4	1	0.9470198675	0.4
Q28HW9	Q3B7T6	0.25	4	1	0.9470198675	0.4
Q28HW9	Q5U3T3	0.25	4	1	0.8659793814	0.4
Q28HW9	Q9VRG7	0.25	4	1	0.7064622125	0.4
Q28HW9	Q20432	0.25	4	1	0.6604189636	0.4
Q28HW9	Q61C05	0.25	4	1	0.6387711864	0.4
P21860	P00533	0.3331271569	4	1	0.388125	0.527
P21860	P04626	0.4544728944	4	0.75	0.3608883405	0.664
P21860	Q8CBF3	0.1319792311	4	0.16666667	0.0802259887	0.257
P21860	P00519	0.1401921321	3	0.16666667	0.0745844269	0.416
P21860	P16056	0.2704108045	4	0.16666667	0.0648023144	0.549
P21860	Q05397	0.2735829858	3	0.25	0.0720858896	0.574
P21860	P43405	0.2201785322	3	0.25	0.0869793031	0.469
P21860	P48025	0.2356025279	3	0.25	0.0867507886	0.48
P21860	Q61851	0.3569533957	4	0.2	0.0797979798	0.615
P21860	Q62120	0.3560704703	3	0.25	0.0643080125	0.626
P21860	P42683	0.1711441772	3	0.2	0.0867117117	0.373
P21860	Q95KR7	0.1711441772	3	0.2	0.0858429496	0.373
P21860	P07948	0.2281642114	3	0.2	0.0855614973	0.436
P21860	P04629	0.2796676587	4	0.25	0.0739815046	0.552
P21860	Q5PXS1	0.1711441772	3	0.2	0.0849985927	0.373
P21860	P06239	0.4027334796	3	0.2	0.0844594595	0.616
P21860	P08069	0.4590360376	4	0.75	0.0574758049	0.653
P21860	P12931	0.257793075	3	0.2	0.0813823857	0.484
P21860	Q01887	0.0875901442	4	0.25	0.0804918949	0.217
P21860	P06213	0.2956175422	4	0.75	0.0537301894	0.52
P21860	Q1LWJ4	0.2954033188	4	0.75	0.0502076255	0.488
P21860	Q5PQU0	0.3433167798	4	0.2	0.0507204611	0.621
P21860	Q61006	0.1101306997	4	0.2	0.0622623574	0.341
P21860	Q6Q2A2	0.258540725	4	0.33333334	0.0788595693	0.452
P21860	Q6QJB7	0.316602933	4	0.25	0.0582612654	0.585
P21860	Q8UUY9	0.2954033188	4	0.33333334	0.0729166667	0.502
P21860	Q8C8K9	0.316602933	4	0.25	0.058203483	0.585
P21860	Q7TS86	0.316602933	4	0.25	0.0577797998	0.585
P21860	Q3ULJ6	0.316602933	4	0.25	0.0640605296	0.585
P21860	Q63116	0.2968029689	4	0.25	0.0568569479	0.536
P21860	Q16584	0.1914770563	2	0	0.0593667546	0.455
P21860	O43283	0.1489069212	2	0	0.0513985178	0.32
P21860	Q5R8X7	0.1489069212	2	0	0.0506692161	0.32
P21860	Q12852	0.1828821913	2	0	0.0528541226	0.344
P21860	Q10407	0.1918473639	2	0	0.0382220314	0.407
P21860	Q8CIP4	0.138202966	3	0	0.0409679089	0.331
P21860	A1ZBL7	0.1955505097	2	0	0.0378573144	0.445
P21860	Q96L34	0.1305737376	3	0	0.041227154	0.314
P21860	Q0E915	0.1955505097	2	0	0.0364833098	0.445
P21860	Q9V8V8	0.1955505097	2	0	0.0394223461	0.445
P21860	A1ZBL9	0.1955505097	2	0	0.0351956571	0.445
P21860	A1ZBM1	0.1955505097	2	0	0.0369787944	0.445
P21860	A1ZBL5	0.1955505097	2	0	0.0399174832	0.445
P21860	Q8IR79	0.1435742826	3	0.2	0.0322205789	0.409
P21860	P17252	0.2744646056	2	0	0.0386947585	0.563
P21860	P06242	0.1430652447	2	0	0.0455388551	0.345
P21860	P53599	0.1896982186	2	0	0.0254979365	0.353
P21860	Q02111	0.133518922	2	0	0.0347616633	0.326
P21860	O14098	0.1027865929	2	0	0.0385969977	0.293
P21860	Q9Y884	0.1626806973	2	0	0.0414886935	0.33
P21860	Q8NEV4	0.1160714286	3	0	0.022423714	0.242
P21860	P06782	0.2222596212	3	0	0.0352013058	0.45
P21860	P49841	0.2895400384	2	0	0.0387625114	0.476
P21860	Q9WV60	0.3060999862	2	0	0.0387742718	0.552
P21860	Q8K3H5	0.1160714286	3	0	0.0218717323	0.242
P21860	P36582	0.2103369353	2	0	0.0291647439	0.381
P21860	P06245	0.1232638889	2	0	0.0380503145	0.212
P21860	P36583	0.2440149349	2	0	0.0283700841	0.438
P21860	Q55D99	0.1918157468	3	0	0.0374283127	0.373
P21860	Q9V3I5	0.1452649702	3	0	0.0259181089	0.413
P21860	P51166	0.1813413816	2	0	0.0393272962	0.406
P21860	P48609	0.1130226909	2	0	0.0389409106	0.251
P21860	P49615	0.1275058295	2	0	0.0387576836	0.356
P21860	Q02399	0.213830524	2	0	0.0387576836	0.571
P21860	P40376	0.1903992292	2	0	0.0343526722	0.374
P21860	Q03114	0.2140131037	2	0	0.0379812358	0.564
P21860	P68181	0.1056120219	2	0	0.0361629353	0.185
P21860	P41743	0.2376724729	2	0	0.0316775244	0.507
P21860	P00517	0.0733519187	2	0	0.036380597	0.167
P21860	P06784	0.1048859127	2	0	0.0338568935	0.289
P21860	Q04771	0.3330839837	2	0	0.0306609195	0.535
P21860	O00238	0.4146013461	2	0	0.0330202106	0.584
P21860	P22694	0.2401953552	2	0	0.0359452736	0.405
P21860	Q54QQ1	0.1646331714	3	0	0.0304731355	0.457
P21860	Q02156	0.200215522	2	0	0.0283567134	0.389
P21860	P08018	0.1869624127	2	0	0.0299493738	0.402
P21860	Q19266	0.2419889407	2	0	0.0301784749	0.496
P21860	P17157	0.2666054498	2	0	0.0354146654	0.482
P21860	Q03497	0.2472173099	3	0	0.0257925437	0.539
P21860	P24583	0.2539930556	2	0	0.0230930427	0.437
P21860	Q8K348	0.1720187567	2	0	0.0318037518	0.395
P21860	P54644	0.2010838294	3	0	0.0326421801	0.34
P21860	P00546	0.2545764678	2	0	0.0354422208	0.492
P21860	Q05513	0.2276940568	2	0	0.029316837	0.384
P21860	P34099	0.1231343528	2	0	0.0330359889	0.306
P21860	P05132	0.1251752243	2	0	0.0335303266	0.276
P21860	P51841	0.2091517857	0	0	0.0220411664	0.369
P21860	P53355	0.284062687	3	0	0.01835171	0.454
P21860	P28482	0.3687485034	2	0	0.0322012579	0.59
P21860	P24941	0.1749316556	2	0	0.0324846922	0.415
P21860	P11802	0.3210846522	2	0	0.0321801567	0.513
P21860	P06493	0.1632359146	2	0	0.0318167151	0.359
P21860	Q62406	0.2622736855	3	0	0.0267208672	0.394
P21860	P48734	0.1780267233	2	0	0.0316978696	0.366
P21860	P34947	0.2376531304	2	0	0.0264607679	0.39
P21860	Q00168	0.1521333281	2	0	0.0269845722	0.345
P21860	P04551	0.1959527608	2	0	0.0301643571	0.441
P21860	Q9QZ05	0.1920044305	3	0	0.0165541741	0.416
P21860	Q02846	0.2091517857	0	0	0.0213768116	0.369
P21860	O17432	0.165260216	2	0	0.0277557252	0.385
P21860	P15442	0.1522505866	3	0	0.0161296003	0.316
P21860	P50750	0.1251721237	2	0	0.0280465401	0.332
P21860	P37173	0.3757289889	2	0	0.0243729553	0.529
P21860	P29122	0.1364161743	0	0	0.0216509108	0.426
P21860	P11798	0.1282486621	2	0	0.02502167	0.312
P21860	P16892	0.1513492465	2	0	0.0268693764	0.416
P21860	P47811	0.3463140971	2	0	0.0258346334	0.547
P21860	Q03957	0.1599651224	2	0	0.023322955	0.381
P21860	O42844	0.2143221252	2	0	0.0232451093	0.387
P21860	P54199	0.0907312922	2	0	0.0195458025	0.243
P21860	P39073	0.1167471903	2	0	0.0213624895	0.329
P21860	O95835	0.2516302478	3	0	0.0164416376	0.454
P21860	Q9ERH7	0.2032744634	3	0	0.0154947106	0.413
P21860	Q9QZR5	0.3410180719	3	0	0.0157883508	0.577
P21860	P25098	0.4034985587	2	0	0.0180612245	0.563
P21860	Q92824	0.202031937	0	0	0.020831398	0.469
P21860	P10676	0.1536984962	3	0.2	0.0127212389	0.374
P21860	Q04592	0.2985426136	0	0.2	0.0136540962	0.507
P21860	P09958	0.1548967631	0	0	0.0158415842	0.478
O14156	P25646	0.525	4	1	0.0945690673	0.593
O14156	Q64FW2	0.2111111111	0	0	0.0273540242	0.281
P06245	P40376	0.2444852941	4	1	0.5049853372	0.348
P06245	P68181	0.5371522735	4	1	0.4894514768	0.64
P06245	P00517	0.3333333333	4	0.5	0.4873417722	0.489
P06245	P05132	0.261378868	4	0.5	0.4876847291	0.431
P06245	P22694	0.3580952381	4	1	0.4859353024	0.505
P06245	P34099	0.3566666667	4	1	0.4639670556	0.492
P06245	P54644	0.2857142857	3	0.33333334	0.3173198483	0.4
P06245	Q02111	0.3266666667	3	0.33333334	0.2269767442	0.508
P06245	Q02156	0.3266666667	3	0.25	0.2133757962	0.521
P06245	P17252	0.1	3	0.25	0.2244995234	0.198
P06245	P36583	0.2016835017	3	0.25	0.1773512476	0.353
P06245	P36582	0.2722222222	3	0.2	0.1795275591	0.463
P06245	Q9V3I5	0.1051369096	3	0.5	0.1480978261	0.218
P06245	P41743	0.1448717949	3	0.25	0.2291005291	0.265
P06245	Q05513	0.363030303	3	0.25	0.2224532225	0.521
P06245	P24583	0.2965986395	3	0.2	0.1403626595	0.424
P06245	Q19266	0.1512820513	3	0.25	0.212710084	0.271
P06245	O95835	0.1976190476	3	0.33333334	0.1365260901	0.313
P06245	P25098	0.141025641	3	0.33333334	0.173565381	0.247
P06245	P34947	0.325	3	0.5	0.1783333333	0.487
P06245	P06782	0.2146464646	3	0.5	0.1668437832	0.39
